Disaster Number,Title,Number of Requests,Declaration Request Number,Incident Type,Incident Begin Date (First),Incident Begin Date (Last),Declaration Date (First),Declaration Date (Last),Latitude,Longitude
5055,COCOS FIRE,1,14036,Fire,2014-05-14,2014-05-14,2014-05-14,2014-05-14,32.7174202,-117.162772
5056,TWO BULLS FIRE ,1,14039,Fire,2014-06-07,2014-06-07,2014-06-08,2014-06-08,44.1569232,-121.2586995
5057,BUTTS FIRE,1,14041,Fire,2014-07-01,2014-07-01,2014-07-02,2014-07-02,38.2971367,-122.2855293
5058,LAKE SPOKANE FIRE ,1,14046,Fire,2014-07-09,2014-07-09,2014-07-10,2014-07-10,48.4249969,-117.8489411
5059,MILLS CANYON FIRE ,1,14045,Fire,2014-07-10,2014-07-10,2014-07-10,2014-07-10,47.8409698,-120.0164591
5060,MOCCASIN HILLS FIRE,1,14048,Fire,2014-07-13,2014-07-13,2014-07-14,2014-07-14,42.6181909,-121.9339065
5061,CHIWAUKUM FIRE ,1,14051,Fire,2014-07-15,2014-07-15,2014-07-17,2014-07-17,47.8409698,-120.0164591
5062,CARLTON COMPLEX FIRE,1,14050,Fire,2014-07-15,2014-07-15,2014-07-17,2014-07-17,48.3621013,-119.583866
5063,WATERMELON HILL FIRE,2,14054,Fire,2014-07-19,2014-07-19,2014-07-19,2014-07-19,47.74355015,-117.9191185
5064,SADDLE MOUNTAIN FIRE,1,14053,Fire,2014-07-19,2014-07-19,2014-07-19,2014-07-19,46.9838217,-120.4182898
5065,ANACONDA FIRE,1,14058,Fire,2014-07-21,2014-07-21,2014-07-21,2014-07-21,40.5307776,-112.29828
5066,OREGON GULCH FIRE,2,14067,Fire,2014-07-31,2014-07-31,2014-08-01,2014-08-01,44.08235085,-122.4572551
5067,EILER FIRE,1,14065,Fire,2014-08-01,2014-08-01,2014-08-02,2014-08-02,40.5993165,-122.4919571
5068,OREGON GULCH FIRE,1,14062,Fire,2014-08-01,2014-08-01,2014-08-02,2014-08-02,41.6862466,-122.5360121
5069,BALD FIRE,2,14063,Fire,2014-08-02,2014-08-02,2014-08-03,2014-08-03,40.6839372,-121.61147754999999
5070,DAY FIRE,1,14064,Fire,2014-08-01,2014-08-01,2014-08-03,2014-08-03,41.5450487,-120.7435998
5071,SNAG CANYON FIRE,1,14066,Fire,2014-08-02,2014-08-02,2014-08-03,2014-08-03,46.9838217,-120.4182898
5072,HANSEL FIRE,1,14069,Fire,2014-08-05,2014-08-05,2014-08-06,2014-08-06,47.8409698,-120.0164591
5073,ROWENA FIRE,1,14070,Fire,2014-08-05,2014-08-05,2014-08-06,2014-08-06,45.5917107,-120.698155
5074,JUNCTION FIRE,1,14072,Fire,2014-08-18,2014-08-18,2014-08-19,2014-08-19,36.9622745,-120.0594685
5075,WAY FIRE,1,14073,Fire,2014-08-18,2014-08-18,2014-08-19,2014-08-19,35.3145701,-118.753822
5076,OREGON FIRE,1,14074,Fire,2014-08-24,2014-08-24,2014-08-25,2014-08-25,40.6053256,-123.171268
5077,BRIDGE FIRE,1,14079,Fire,2014-09-05,2014-09-05,2014-09-05,2014-09-05,37.4849377,-119.966284
5078,COURTNEY FIRE,1,14081,Fire,2014-09-14,2014-09-14,2014-09-14,2014-09-14,36.9622745,-120.0594685
5079,BOLES FIRE,1,14082,Fire,2014-09-15,2014-09-15,2014-09-15,2014-09-15,41.6862466,-122.5360121
5080,36 PIT FIRE,1,14083,Fire,2014-09-15,2014-09-15,2014-09-16,2014-09-16,45.4146516,-122.5532561
5081,KING FIRE,1,14086,Fire,2014-09-13,2014-09-13,2014-09-17,2014-09-17,38.7574137,-120.5276129
5082,APPLEGATE FIRE,1,14091,Fire,2014-10-08,2014-10-08,2014-10-08,2014-10-08,39.1012064,-120.7650606
5083,SLIDE FIRE,1,14098,Fire,2014-05-20,2014-05-20,2014-11-06,2014-11-06,35.9363252,-111.6948197
5084,SOCKEYE FIRE,1,15025,Fire,2015-06-15,2015-06-15,2015-06-15,2015-06-15,62.3402481,-149.4793288
5085,CARD STREET FIRE,1,15026,Fire,2015-06-15,2015-06-15,2015-06-16,2015-06-16,60.0968272,-151.788033
5086,KEARNY RIVER FIRE,1,15029,Fire,2015-06-17,2015-06-17,2015-06-17,2015-06-17,32.8085851,-111.4426212
5087,SLEEPY HOLLOW FIRE,1,15032,Fire,2015-06-28,2015-06-28,2015-06-29,2015-06-29,47.8409698,-120.0164591
5088,CAPE HORN FIRE,2,15034,Fire,2015-07-05,2015-07-05,2015-07-06,2015-07-06,48.28828015,-116.5543983
5089,NORTH FIRE,1,15038,Fire,2015-07-17,2015-07-17,2015-07-17,2015-07-17,34.1081621,-117.28946
5090,BLUE CREEK FIRE,1,15039,Fire,2015-07-20,2015-07-20,2015-07-21,2015-07-21,46.0667277,-118.339345
5091,WRAGG FIRE,3,15040,Fire,2015-07-22,2015-07-22,2015-07-23,2015-07-23,38.41695953333333,-122.0032093
5092,STOUTS CREEK FIRE,1,15048,Fire,2015-07-30,2015-07-30,2015-07-31,2015-07-31,44.017076,-122.987887
5093,ROCKY FIRE,1,15049,Fire,2015-07-29,2015-07-29,2015-08-02,2015-08-02,39.0505411,-122.7776556
5094,HIGHWAY 8 FIRE,1,15051,Fire,2015-08-04,2015-08-04,2015-08-05,2015-08-05,45.8151021,-121.154269
5095,WILLOW FIRE,1,15052,Fire,2015-08-08,2015-08-08,2015-08-09,2015-08-09,35.7218038,-113.827117
5096,KRAUSS LANE FIRE,1,15053,Fire,2015-08-08,2015-08-08,2015-08-09,2015-08-09,42.3554368,-123.5602707
5097,CORNET AND WINDY RIDGE FIRE COMPLEX,1,15054,Fire,2015-08-11,2015-08-11,2015-08-13,2015-08-13,44.7748748,-117.834384
5098,NINE MILE FIRE,1,15055,Fire,2015-08-13,2015-08-13,2015-08-14,2015-08-14,48.3621013,-119.583866
5099,CLEARWATER LAWYER BRANCH FIRE COMPLEX,2,15056,Fire,2015-08-10,2015-08-10,2015-08-14,2015-08-14,46.016631649999994,-115.9605588
5100,CHELAN FIRE COMPLEX,3,15059,Fire,2015-08-14,2015-08-14,2015-08-14,2015-08-14,47.9414381,-119.86837009999999
5101,STICKPIN FIRE,1,15057,Fire,2015-08-14,2015-08-14,2015-08-15,2015-08-15,46.6329362,-117.807405
5102,CANYON CREEK FIRE COMPLEX,1,15058,Fire,2015-08-14,2015-08-14,2015-08-15,2015-08-15,44.9522485,-123.0281746
5103,STEVENS COUNTY FIRE COMPLEX,1,15063,Fire,2015-08-14,2015-08-14,2015-08-15,2015-08-15,48.4249969,-117.8489411
5104,OKANAGAN COUNTY FIRE COMPLEX,2,15061,Fire,2015-08-14,2015-08-14,2015-08-15,2015-08-15,47.49751875,-118.69563550000001
5105, MUNICIPAL FIRE,1,15062,Fire,2015-08-14,2015-08-14,2015-08-15,2015-08-15,46.7108188,-115.658248
5106,TWISP RIVER FIRE,1,15064,Fire,2015-08-19,2015-08-19,2015-08-19,2015-08-19,48.3621013,-119.583866
5107,GRIZZLY BEAR FIRE COMPLEX,1,15066,Fire,2015-08-20,2015-08-20,2015-08-21,2015-08-21,45.5700002,-117.5277377
5108,RENNER FIRE,2,15067,Fire,2015-08-21,2015-08-21,2015-08-21,2015-08-21,47.52896655,-117.82817305
5109,GOODELL FIRE,2,15068,Fire,2015-08-19,2015-08-19,2015-08-24,2015-08-24,48.635195550000006,-121.80804795
5110,TEPEE SPRINGS FIRE,1,15070,Fire,2015-08-29,2015-08-29,2015-08-29,2015-08-29,45.7680684,-115.5160723
5111,BUTTE FIRE,2,15072,Fire,2015-09-09,2015-09-09,2015-09-10,2015-09-10,38.35245355,-120.5446255
5112,VALLEY FIRE,3,15073,Fire,2015-09-12,2015-09-12,2015-09-13,2015-09-13,38.542816933333334,-122.50097255391915
5113,HORSETHIEF BUTTE FIRE,1,15074,Fire,2015-09-13,2015-09-13,2015-09-14,2015-09-14,45.8151021,-121.154269
5114,DRY GULCH FIRE,1,15075,Fire,2015-09-13,2015-09-13,2015-09-14,2015-09-14,44.7748748,-117.834384
5115,STATION FIRE,1,15082,Fire,2015-10-11,2015-10-11,2015-10-11,2015-10-11,42.9487008,-106.8465639
5116,HIDDEN PINES FIRE  ,1,15083,Fire,2015-10-13,2015-10-13,2015-10-14,2015-10-14,30.1104947,-97.3152701
5117,DLD FIRE COMPLEX,2,15089,Fire,2015-11-11,2015-11-11,2015-11-11,2015-11-11,35.87980735,-96.5613101
5118,OAK GROVE FIRE,1,16013,Fire,2016-01-29,2016-01-29,2016-01-29,2016-01-29,34.64043125,-98.47919755212148
5119,PAWNEE COVE FIRE,1,16022,Fire,2016-02-18,2016-02-18,2016-02-18,2016-02-18,36.3384025,-96.8031766
5120,ANDERSON CREEK FIRE,2,16034,Fire,2016-03-23,2016-03-23,2016-03-23,2016-03-23,37.2037143,-98.9995823
5121,BURR OAK FIRE,1,16037,Fire,2016-04-05,2016-04-05,2016-04-05,2016-04-05,39.146109,-96.346109
5122,350 FIRE COMPLEX ,1,16036,Fire,2016-04-05,2016-04-05,2016-04-05,2016-04-05,36.4336481,-99.3903862
5123,STODDARD FIRE,1,16039,Fire,2016-04-21,2016-04-21,2016-04-21,2016-04-21,42.9525022,-72.2834412
5124,OLD FIRE,1,16044,Fire,2016-06-04,2016-06-04,2016-06-05,2016-06-05,34.0536909,-118.242766
5125,TENDERFOOT FIRE ,1,16045,Fire,2016-06-08,2016-06-08,2016-06-08,2016-06-08,34.5668857,-112.5515965
5126,AKAWANA FIRE,1,16046,Fire,2016-06-07,2016-06-07,2016-06-08,2016-06-08,44.7224335,-123.007389
5127,DOG HEAD FIRE,2,16049,Fire,2016-06-14,2016-06-14,2016-06-16,2016-06-16,34.96827915,-106.22869639999999
5128,BORDER 3 FIRE,1,16050,Fire,2016-06-19,2016-06-19,2016-06-19,2016-06-19,32.7174202,-117.162772
5129,FISH FIRE,1,16051,Fire,2016-06-20,2016-06-20,2016-06-21,2016-06-21,34.0536909,-118.242766
5130,SADDLE FIRE  ,1,16052,Fire,2016-06-21,2016-06-21,2016-06-21,2016-06-21,37.1305373,-113.5082867
5131,ERSKINE FIRE,1,16053,Fire,2016-06-23,2016-06-23,2016-06-24,2016-06-24,35.3145701,-118.753822
5132,SAGE FIRE,1,16059,Fire,2016-07-09,2016-07-09,2016-07-09,2016-07-09,34.0536909,-118.242766
5133,COLD SPRINGS FIRE ,1,16058,Fire,2016-07-09,2016-07-09,2016-07-10,2016-07-10,39.1183446,-108.6853496
5134,TIMBERON FIRE,1,16060,Fire,2016-07-13,2016-07-13,2016-07-14,2016-07-14,32.5059533,-105.8063662
5135,SAND FIRE,1,16064,Fire,2016-07-22,2016-07-22,2016-07-23,2016-07-23,34.0536909,-118.242766
5136,LAVA MOUNTAIN FIRE,1,16065,Fire,2016-07-25,2016-07-25,2016-07-25,2016-07-25,43.0293336,-108.5772551
5137,SOBERANES FIRE,1,16066,Fire,2016-07-22,2016-07-22,2016-07-28,2016-07-28,36.600256,-121.8946388
5138,ROCK FIRE,1,16067,Fire,2016-07-29,2016-07-29,2016-07-29,2016-07-29,40.5849048,-119.6131606
5139,TOKAWANA FIRE,1,16070,Fire,2016-07-28,2016-07-28,2016-07-29,2016-07-29,41.2631855,-110.5678519
5140,GOOSE FIRE,1,16068,Fire,2016-07-30,2016-07-30,2016-07-31,2016-07-31,36.7394421,-119.78483
5141,VIRGINIA MOUNTAINS COMPLEX FIRE,1,16069,Fire,2016-07-29,2016-07-29,2016-07-31,2016-07-31,40.5849048,-119.6131606
5142,SOUTH WARD GAP FIRE,1,16071,Fire,2016-07-31,2016-07-31,2016-08-01,2016-08-01,46.1691702,-119.5286424
5143,ROARING LION FIRE,1,16072,Fire,2016-08-01,2016-08-01,2016-08-01,2016-08-01,47.2771513,-114.1806679
5144,PILOT FIRE,1,16075,Fire,2016-08-07,2016-08-07,2016-08-08,2016-08-08,34.1081621,-117.28946
5145,CLAYTON FIRE,1,16077,Fire,2016-08-13,2016-08-13,2016-08-14,2016-08-14,39.0505411,-122.7776556
5146,CHIMNEY FIRE,1,16078,Fire,2016-08-13,2016-08-13,2016-08-14,2016-08-14,35.2827525,-120.659615
5147,BLUE CUT FIRE,1,16080,Fire,2016-08-16,2016-08-16,2016-08-16,2016-08-16,34.1081621,-117.28946
5148,WELLESLEY FIRE ,1,16082,Fire,2016-08-21,2016-08-21,2016-08-22,2016-08-22,47.6571934,-117.42351
5149,YALE FIRE,1,16083,Fire,2016-08-21,2016-08-21,2016-08-22,2016-08-22,47.6571934,-117.42351
5150,CEDAR FIRE,2,16084,Fire,2016-08-16,2016-08-16,2016-08-22,2016-08-22,35.7611526,-119.05058205
5151,HENRYS CREEK FIRE,1,16085,Fire,2016-08-21,2016-08-21,2016-08-25,2016-08-25,43.3993844,-111.4752257
5152,SUNCREST FIRE,1,16086,Fire,2016-08-27,2016-08-27,2016-08-28,2016-08-28,47.8409698,-120.0164591
5153,GOLD CANYON FIRE ,1,16087,Fire,2016-08-30,2016-08-30,2016-08-31,2016-08-31,42.3554368,-123.5602707
5154,FRONTAGE FIRE,1,16094,Fire,2016-10-02,2016-10-02,2016-10-02,2016-10-02,38.8543857,-115.1444637
5155,BEULAH HILL FIRE ,1,16096,Fire,2016-10-04,2016-10-04,2016-10-04,2016-10-04,38.263995,-104.6141867
5156,LITTLE VALLEY FIRE,1,16106,Fire,2016-10-14,2016-10-14,2016-10-14,2016-10-14,40.5849048,-119.6131606
5157,JUNKINS FIRE,2,16107,Fire,2016-10-17,2016-10-17,2016-10-17,2016-10-17,38.1856456,-104.9842621
5158,EAGLES NEST FIRE,1,16113,Fire,2016-11-08,2016-11-08,2016-11-08,2016-11-08,37.5248869,-83.2943551
5159,FLIPPERS BEND FIRE,1,16114,Fire,2016-11-05,2016-11-05,2016-11-09,2016-11-09,36.4987144,-82.2615242
5160,SMITH MOUNTAIN FIRE COMPLEX,3,16115,Fire,2016-11-11,2016-11-11,2016-11-11,2016-11-11,36.04331546666666,-84.70688233333334
5161,PARTY ROCK FIRE,3,16116,Fire,2016-11-11,2016-11-11,2016-11-11,2016-11-11,35.934807666666664,-78.59553846173826
5162,PINNACLE MOUNTAIN FIRE,2,16117,Fire,2016-11-12,2016-11-12,2016-11-12,2016-11-12,34.86740145,-82.55292275
5163,TATUM GULF FIRE,1,16118,Fire,2016-11-13,2016-11-13,2016-11-13,2016-11-13,34.8722084,-85.4998791
5164,CHESTNUT KNOB FIRE ,1,16120,Fire,2016-11-19,2016-11-19,2016-11-19,2016-11-19,36.0787675,-80.3070416
5165,EAST MILLER COVE FIRE ,1,16122,Fire,2016-11-17,2016-11-17,2016-11-19,2016-11-19,35.6719722,-83.9314465
5166,SOUTHEASTERN KENTUCKY FIRE COMPLEX ,4,16121,Fire,2016-11-18,2016-11-18,2016-11-20,2016-11-20,37.08323155,-83.13026085
5167,CHIMNEY TOP FIRE ,1,16123,Fire,2016-11-28,2016-11-28,2016-11-28,2016-11-28,35.8047065,-83.5291901
5168,OKC FIRE COMPLEX,1,17012,Fire,2017-02-12,2017-02-12,2017-02-12,2017-02-12,36.3099921,-96.4641953
5169,141ST FIRE ,1,17017,Fire,2017-02-23,2017-02-23,2017-02-23,2017-02-23,35.9593531,-95.3756535
5170,HIGHLAND HILLS FIRE,3,17026,Fire,2017-03-04,2017-03-04,2017-03-05,2017-03-05,38.20927053333333,-97.9901673
5171,CLARK COUNTY FIRE,1,17022,Fire,2017-03-04,2017-03-04,2017-03-06,2017-03-06,37.2045719,-99.8133765
5172,ELLSWORTH-LINCOLN-RUSSELL FIRE COMPLEX,3,17025,Fire,2017-03-04,2017-03-04,2017-03-06,2017-03-06,38.888897766666666,-98.41089763333333
5173,FORD COUNTY FIRE COMPLEX,1,17024,Fire,2017-03-04,2017-03-04,2017-03-06,2017-03-06,37.6361315,-99.754016
5174, NESS COUNTY FIRE,1,17021,Fire,2017-03-04,2017-03-04,2017-03-06,2017-03-06,38.4713429,-99.9586896
5175,ROOKS COUNTY FIRE,1,17023,Fire,2017-03-04,2017-03-04,2017-03-06,2017-03-06,39.3494127,-99.3216587
5176,COMANCHE COUNTY FIRE,1,17020,Fire,2017-03-04,2017-03-04,2017-03-06,2017-03-06,37.1960944,-99.2958383
5177,NW OKLAHOMA WILDFIRE OUTBREAK COMPLEX ,5,17019,Fire,2017-03-06,2017-03-06,2017-03-07,2017-03-07,37.57781328,-94.64590246
5178,30TH AVENUE FIRE,1,17036,Fire,2017-04-20,2017-04-20,2017-04-21,2017-04-21,26.087964,-81.3794941
5179,LEHIGH ACRES (ANNA AVE. N.) FIRE,1,17037,Fire,2017-04-21,2017-04-21,2017-04-22,2017-04-22,30.4196584,-83.3004216
5180,INDIAN LAKE ESTATES FIRE,1,17038,Fire,2017-04-21,2017-04-21,2017-04-22,2017-04-22,27.9448537,-81.7268789
5181,WEST MIMS FIRE,3,17041,Fire,2017-05-06,2017-05-06,2017-05-08,2017-05-08,30.981379933333333,-82.4312884
5182,SPROMBERG FIRE,1,17046,Fire,2017-05-23,2017-05-23,2017-05-23,2017-05-23,47.8409698,-120.0164591
5183,LIZARD FIRE,1,17052,Fire,2017-06-07,2017-06-07,2017-06-11,2017-06-11,32.1139648,-109.9211294
5184,EL CAJETE FIRE ,1,17055,Fire,2017-06-15,2017-06-15,2017-06-15,2017-06-15,35.5910806,-106.8472167
5185,BRIAN HEAD FIRE,1,17054,Fire,2017-06-17,2017-06-17,2017-06-18,2017-06-18,37.8546136,-113.2867347
5186,GOODWIN FIRE,1,17057,Fire,2017-06-24,2017-06-24,2017-06-25,2017-06-25,34.5668857,-112.5515965
5187,SOUTH WENAS FIRE,1,17056,Fire,2017-06-27,2017-06-27,2017-06-28,2017-06-28,46.601557,-120.510842
5188,ROACH FIRE,1,17060,Fire,2017-07-07,2017-07-07,2017-07-08,2017-07-08,32.8085851,-111.4426212
5189,WALL FIRE,1,17058,Fire,2017-07-07,2017-07-07,2017-07-09,2017-07-09,39.6519275,-121.5858444
5190,COLD SPRINGS FIRE,1,17064,Fire,2017-07-14,2017-07-14,2017-07-14,2017-07-14,40.5849048,-119.6131606
5191,OIL WELL FIRE,1,17066,Fire,2017-07-17,2017-07-17,2017-07-17,2017-07-17,40.83269,-115.7630942
5192,DETWILER FIRE,1,17065,Fire,2017-07-16,2017-07-16,2017-07-17,2017-07-17,37.4849377,-119.966284
5193,PREACHER FIRE,1,17070,Fire,2017-07-24,2017-07-24,2017-07-25,2017-07-25,38.8543857,-115.1444637
5194,LODGEPOLE FIRE COMPLEX,2,17072,Fire,2017-07-20,2017-07-20,2017-07-27,2017-07-27,47.150509650000004,-107.61284985
5195,PIPELINE FIRE,1,17074,Fire,2017-08-03,2017-08-03,2017-08-04,2017-08-04,42.6181909,-121.9339065
5196,MILLI 0843 CS FIRE,1,17079,Fire,2017-08-16,2017-08-16,2017-08-17,2017-08-17,44.1569232,-121.2586995
5197,LOLO PEAK FIRE,2,17080,Fire,2017-08-17,2017-08-17,2017-08-17,2017-08-17,47.0736281,-114.08796745000001
5198,CHETCO BAR FIRE,1,17081,Fire,2017-08-19,2017-08-19,2017-08-20,2017-08-20,41.858425,-74.5812687
5199,HELENA FIRE,1,17087,Fire,2017-08-30,2017-08-30,2017-09-01,2017-09-01,40.6053256,-123.171268
5200,JOLLY MOUNTAIN FIRE,1,17089,Fire,2017-09-02,2017-09-02,2017-09-02,2017-09-02,46.9838217,-120.4182898
5201,LA TUNA FIRE,1,17091,Fire,2017-09-01,2017-09-01,2017-09-02,2017-09-02,34.0536909,-118.242766
5202,RAILROAD FIRE,2,17092,Fire,2017-08-29,2017-08-29,2017-09-02,2017-09-02,37.2236061,-120.01287625
5203,EAGLE CREEK FIRE,2,17090,Fire,2017-09-02,2017-09-02,2017-09-03,2017-09-03,45.609085050000004,-121.95650665
5204,MISSION FIRE,1,17093,Fire,2017-09-04,2017-09-04,2017-09-04,2017-09-04,36.9622745,-120.0594685
5205,PIER FIRE,1,17097,Fire,2017-08-29,2017-08-29,2017-09-05,2017-09-05,36.2077351,-119.3473421
5206,UINTAH FIRE,2,17111,Fire,2017-09-05,2017-09-05,2017-09-05,2017-09-05,41.14958985,-112.00290369999999
5207,RICE RIDGE FIRE ,2,17107,Fire,2017-08-28,2017-08-28,2017-09-09,2017-09-09,46.8905309,-113.51234314999999
5208,ALICE CREEK FIRE,1,17106,Fire,2017-09-08,2017-09-08,2017-09-09,2017-09-09,47.2117026,-112.4768049
5209,WEST FORK FIRE,1,17109,Fire,2017-09-09,2017-09-09,2017-09-09,2017-09-09,46.9549402,-112.6817071
5210,HIGHWAY 200 FIRE COMPLEX,1,17105,Fire,2017-09-09,2017-09-09,2017-09-10,2017-09-10,47.6801812,-115.1769538
5211,MOOSE PEAK FIRE,2,17108,Fire,2017-09-09,2017-09-09,2017-09-10,2017-09-10,47.3175607,-113.92933045000001
5212,STRAWBERRY FIRE,3,17112,Fire,2017-09-11,2017-09-11,2017-09-12,2017-09-12,48.22267983333334,-112.40381183385337
5213,CANYON FIRE,2,17118,Fire,2017-09-25,2017-09-25,2017-09-26,2017-09-26,33.88487585,-117.612273
5214,ATLAS FIRE,2,17126,Fire,2017-10-09,2017-10-09,2017-10-09,2017-10-09,38.25951525,-122.1009424
5215,TUBBS FIRE ,2,17127,Fire,2017-10-08,2017-10-08,2017-10-09,2017-10-09,38.28895485,-122.36263103087872
5216,CASCADE FIRE,2,17135,Fire,2017-10-08,2017-10-08,2017-10-09,2017-10-09,39.4679515,-121.4707631
5217,LOBO FIRE,1,17132,Fire,2017-10-09,2017-10-09,2017-10-09,2017-10-09,39.3540335,-120.8089843
5218,LA PORTE FIRE,1,17133,Fire,2017-10-09,2017-10-09,2017-10-09,2017-10-09,39.6519275,-121.5858444
5219,REDWOOD VALLEY FIRE,1,17129,Fire,2017-10-09,2017-10-09,2017-10-09,2017-10-09,39.3076744,-123.799459
5220,NUNS FIRE,1,17130,Fire,2017-10-08,2017-10-08,2017-10-09,2017-10-09,38.280773,-122.43973276175744
5221,SULPHUR FIRE,1,17128,Fire,2017-10-09,2017-10-09,2017-10-09,2017-10-09,39.0505411,-122.7776556
5222, PARTRICK FIRE,2,17131,Fire,2017-10-09,2017-10-09,2017-10-09,2017-10-09,38.28895485,-122.36263103087872
5223,CANYON 2 FIRE,2,17134,Fire,2017-10-09,2017-10-09,2017-10-09,2017-10-09,33.88487585,-117.612273
5224,THOMAS FIRE,2,17141,Fire,2017-12-04,2017-12-04,2017-12-05,2017-12-05,34.38282055,-119.49913561581857
5225,CREEK FIRE,1,17142,Fire,2017-12-05,2017-12-05,2017-12-05,2017-12-05,34.0536909,-118.242766
5226,RYE FIRE,1,17143,Fire,2017-12-05,2017-12-05,2017-12-05,2017-12-05,34.0536909,-118.242766
5227,SKIRBALL FIRE,1,17144,Fire,2017-12-06,2017-12-06,2017-12-06,2017-12-06,34.0536909,-118.242766
5228,LILAC FIRE,1,17145,Fire,2017-12-07,2017-12-07,2017-12-07,2017-12-07,32.7174202,-117.162772
5229,LEGION LAKE FIRE,1,17147,Fire,2017-12-12,2017-12-12,2017-12-13,2017-12-13,43.766651,-103.598806
5230,SHUMACH FIRE COMPLEX,1,18009,Fire,2018-03-16,2018-03-16,2018-03-16,2018-03-16,35.1783637,-96.969909
5231,34 FIRE COMPLEX ,1,18017,Fire,2018-04-11,2018-04-11,2018-04-13,2018-04-13,36.4336481,-99.3903862
5232,RHEA FIRE COMPLEX ,1,18018,Fire,2018-04-11,2018-04-11,2018-04-13,2018-04-13,36.7959193,-95.9355387
5233,HARBOR BAY FIRE,1,18019,Fire,2018-04-13,2018-04-13,2018-04-13,2018-04-13,35.8148236,-101.34844
5234,335 FIRE,1,18020,Fire,2018-04-13,2018-04-13,2018-04-14,2018-04-14,32.6084671,-95.6744064
5235,MCCLELLAN FIRE,1,18021,Fire,2018-04-17,2018-04-17,2018-04-18,2018-04-18,32.7876413,-94.0735169
5236,TINDER FIRE,1,18024,Fire,2018-04-27,2018-04-27,2018-04-29,2018-04-29,35.9363252,-111.6948197
5237,MCDANNALD FIRE,1,18026,Fire,2018-05-02,2018-05-02,2018-05-02,2018-05-02,30.7018281,-104.150169
5238,89 EAST FIRE,1,18029,Fire,2018-05-11,2018-05-11,2018-05-11,2018-05-11,34.5668857,-112.5515965
5239,UTE PARK FIRE ,1,18035,Fire,2018-05-31,2018-05-31,2018-06-01,2018-06-01,36.5967008,-104.7383283
5240,SOLDIER CANYON FIRE,1,18036,Fire,2018-06-07,2018-06-07,2018-06-08,2018-06-08,32.5059533,-105.8063662
5241,BADGER CREEK FIRE,1,18037,Fire,2018-06-11,2018-06-11,2018-06-11,2018-06-11,41.6684047,-105.6812633
5242,UPPER COLONY FIRE,1,18040,Fire,2018-06-17,2018-06-17,2018-06-17,2018-06-17,38.9887898,-119.1822042
5243,GRAHAM FIRE,1,18041,Fire,2018-06-21,2018-06-21,2018-06-22,2018-06-22,44.7224335,-123.007389
5244,PAWNEE FIRE,1,18045,Fire,2018-06-24,2018-06-24,2018-06-24,2018-06-24,39.0505411,-122.7776556
5245,CREEK FIRE,1,18044,Fire,2018-06-24,2018-06-24,2018-06-25,2018-06-25,40.5993165,-122.4919571
5246,SPRING CREEK FIRE,2,18046,Fire,2018-06-28,2018-06-28,2018-06-28,2018-06-28,37.46909655,-105.22002695
5247,CHATEAU FIRE,1,18050,Fire,2018-06-30,2018-06-30,2018-06-30,2018-06-30,38.889575,-105.1797307
5248,DOLLAR RIDGE FIRE,2,18053,Fire,2018-07-02,2018-07-02,2018-07-02,2018-07-02,40.24906255,-110.76081604999999
5249,LAKE CHRISTINE FIRE,1,18052,Fire,2018-07-04,2018-07-04,2018-07-04,2018-07-04,39.6161124,-106.7172844
5250,KLAMATHON FIRE,1,18054,Fire,2018-07-05,2018-07-05,2018-07-05,2018-07-05,41.6862466,-122.5360121
5251,WEST FIRE,1,18055,Fire,2018-07-06,2018-07-06,2018-07-06,2018-07-06,32.7174202,-117.162772
5252,HOLIDAY FIRE,1,18056,Fire,2018-07-07,2018-07-07,2018-07-07,2018-07-07,34.4221319,-119.702667
5253,RYEGRASS COULEE FIRE,1,18057,Fire,2018-07-09,2018-07-09,2018-07-10,2018-07-10,46.9838217,-120.4182898
5254,UPRIVER BEACON FIRE,1,18058,Fire,2018-07-17,2018-07-17,2018-07-17,2018-07-17,47.6571934,-117.42351
5255,SUBSTATION FIRE,2,18062,Fire,2018-07-17,2018-07-17,2018-07-18,2018-07-18,45.02589865,-121.17069415
5256,GARNER FIRE COMPLEX,2,18064,Fire,2018-07-18,2018-07-18,2018-07-19,2018-07-19,43.9509738,-123.2704372
5257,BUCKSHOT FIRE,1,18065,Fire,2018-07-19,2018-07-19,2018-07-20,2018-07-20,47.2553931,-122.9296161
5258,259 FIRE,1,18067,Fire,2018-07-23,2018-07-23,2018-07-23,2018-07-23,31.7525184,-98.9904722
5259,CARR FIRE,2,18066,Fire,2018-07-23,2018-07-23,2018-07-23,2018-07-23,40.60232105,-122.83161254999999
5260,CRANSTON FIRE,1,18068,Fire,2018-07-25,2018-07-25,2018-07-25,2018-07-25,33.9824949,-117.374238
5261,CHELAN HILLS FIRE,1,18071,Fire,2018-07-27,2018-07-27,2018-07-28,2018-07-28,47.6212432,-120.0047852
5262,MENDOCINO FIRE COMPLEX,3,18070,Fire,2018-07-29,2018-07-29,2018-07-28,2018-07-28,39.114197383333334,-123.20905766774227
5263,GRASSY RIDGE FIRE,1,18072,Fire,2018-07-28,2018-07-28,2018-07-29,2018-07-29,44.2761996,-112.361997
5264,PARK ROAD FIRE,1,18073,Fire,2018-07-29,2018-07-29,2018-07-29,2018-07-29,30.7608552,-98.2239954
